text	labels
It's so cool because you get to play with your friends	Other
I will never play as much now becaus  of these hackers making me loosing all of my trophies and on rounds when i kill them i dont and my team dont get a point and we loose all the time i hate it	Other
With its latest it did not let me update it nor reinstall it	Bug
Can yall make it where people can get or make there own guns	Other
So dumb because of a update	Other
It's good but they stole call of duty gameplay like nuke town but it's sota a ok game	Other
To developer,this game should add more money when finish a game like 15 coin for winner team and 8 coin for loser team.	Monetization
Beast game ever	Other
"Why the **** do you want to download freaking resources and y do u make da game so big I already tried shareit because in the play store its so freakin big and when its almost reached 500 MB it ******* restarted the download and it said ""download failed because your external storage is full""😠😠😠😠"	Other
I love this game so much I just can't tell how much I love this game	Other
Amazing.    I just love the fact that you can create your own skin and cape. And the controls, just astounding. If I were IGN, I would give it a ten out of ten.	Other
I love this game it is the best game ever!!!!	Other
Do you know the way Bruddah ( :	Other
The Idea is amazing and I was so into the gameplay but the controls are not the best. It's still a sick game	Other
This game is like Call of Duty but pixel	Other
Almost my whole family plays this game	Other
Game is broken. I had to hit 3 headshots with the one shot sniper just to get an assist? Also when i pull out my assault shotgun all it does is tickle my enemy. But when they pull it out its 2 shot kill	Balance
It is one of the best apps you can get on your phone	Other
Cool and amazing	Other
Y'all should try making new maps and making the guns a little cheaper	Monetization
this game is so awsome! and so cool!!!!!!	Other
COD meets Minecraft	Other
Guys download this game link in bio if you like it	Other
Cool and amazing	Other
Get it now!!!!	Other
Is good But I think they should add more skins and more familiar guns like for example the portelgun from rick snd morty	Other
Love itz download it's guys free ✌	Other
Pretty gud	Other
I just got reminded about how i used to be a pimp on here XD i got a girl on every map Omfg XD #MEMORIES	Other
The best pocket game!!!👍👍👍you have so many different choices and you can play this and not get bored	Other
It's amazing you can even be in a clan with friends	Other
I think it a good game.	Other
That is one of my favorite game and I played a lot of good.ones and my cousins love this game	Other
Money is to rare.can't buy anything	Other
I LOVE THIS GAME	Other
It won't let me download it!!	Other
I love this game. I play everyday. Had on my other device and got a new one.when I was looking at cool  games I saw this. It was under the right categorie.	Other
Fun. It can be an amazing game and then all of a sudden it crashes. That is the major downside to the game.	Bug
thank you so much today i just won the spark shark	Other
My username is ash_savage_XD™	Other
This is a good game	Other
This game is so hard to win but it is fun on the way way up!	Other
This game is so cool and has great weopons	Other
Coolest game ever	Other
Awesome sauce it is this awesome	Other
I love thhtis because I can play it anytime and it's fun!!!	Other
I already downloaded the update but it still telling me to update the game so now I can't battle or doing anything	Other
AWESOME GAME LOVE IT FOREVER	Other
Awesome! It has all what you need!	Other
I love this game because it's fun	Other
I really enjoy playing this game and I'm having a lot of fun in the process. The game play is excellent! My only issue is that I feel as though this game is very demanding for in-app purchases, especially when I've already reached such a high rank, but I haven't had enough time to gain the equipment required to compete with other players. The only resort for me would be to pay the game to have the same experience in the lower ranks. I just think this should be able to benefit all levels of players while still being able to enjoy the free content. However, I still think this is a great game that deserves much respect.	Monetization
Its horrible when you do some thing like jump it dose not let you	Other
Its great	Other
I love the controls	Other
I love this game I'm surprised how good this game is and I use most of my time playing this game. Keep up the good work!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	Other
Really fun and addictive because its challenging and is not only about guns but other inigames to ^_^	Other
This game is amazing	Other
The best	Other
I love this gun game best gun game ever🔫	Other
I can't stop playing this game	Other
The  best	Other
I loved it all!!!!!!!!!!!	Other
Take up less space and be able to sell things	Monetization
I really, like REALLY loved this game! It had everything I wanted in it, only minor bugs and game crashes. But it is AMAZING!	Bug
It is so nice and good and awesome	Other
THEY COPYWRITES NUKETOWN IFF BLACK OPS COD	Other
It is very glitchy	Bug
Excellent game play very good combat but still a little pay to win	Monetization
So much wow.It's a good game I think and it's basically Minecraft only with guns and more of a story.	Other
Me gusta mucho	Other
Its the old Minecraft battle Royale	Other
It's not the best but I like it it's ok	Other
"No other words but ""It's good"""	Other
Love it	Other
Its very challenging and fun	Other
Love it	Other
It's cool!!!!!!!	Other
it's sssssssssssssssooooooooooooooo good and I'm so good at it	Other
Its a good games for online	Other
It have good. Gun	Other
Best shooting game by far	Other
Really good we can characters what ever we want	Other
I Love it but the new version? Help me  plzzzzzz!!!	Other
Omg pixel gun the lord of pixels	Other
Awsome app!	Other
This game is so awesome	Other
They should be a reset button because I want to reset back to level one but it's a great game	Other
Greatest game ever made in history	Other
Great game I can't update for some reason	Bug
IT IS CRAZY FUN!ITS LIKE YOU ARE PLAYING CALL OF DUTY BUT AS BLOCKS!IT IS A GREAT TIME KILLER!	Other
Its a fun game you never gonna no if you win or lose	Other
I love the game but my game keeps on crashing when I play online. Please help	Bug
This is the best game ever.	Other
The game is perfect	Other
Its the best  Lol	Other
It was awesome	Other
Found a link that gets you free coins and gems created by the makers of pg3d!!! Pixelgun3d.hackthis.us	Other
